GB_GCA_000010565.1	Pelotomaculum thermopropionicum SI
RS_GCF_000271305.1	Hydrocarboniphaga effusa AP103
RS_GCF_000271325.1	Solibacillus silvestris StLB046
RS_GCF_000271405.2	Enterococcus hirae ATCC 9790
RS_GCF_000271425.1	Acinetobacter venetianus RAG-1 / CIP 110063
RS_GCF_000271485.2	Pelosinus fermentans DSM 17108
RS_GCF_000271665.2	Pelosinus fermentans JBW45
RS_GCF_000271825.1	Rhizobium leguminosarum bv. trifolii WSM2012
RS_GCF_000271925.1	Capnocytophaga sp. oral taxon 412 str. F0487
RS_GCF_000272005.1	Alishewanella agri BL06
RS_GCF_000272025.1	Ralstonia sp. PBA
RS_GCF_000272045.2	Vibrio crassostreae 9ZC13
RS_GCF_000272105.2	Vibrio splendidus 12E03
RS_GCF_000272145.2	Vibrio genomosp. F6 str. FF-238
RS_GCF_000272165.2	Vibrio kanaloae 5S-149
RS_GCF_000272185.1	Vibrio crassostreae 9CS106
RS_GCF_000272225.2	Vibrio splendidus ZS-139
RS_GCF_000272305.2	Vibrio splendidus 1S-124
RS_GCF_000272385.2	Vibrio tasmaniensis 1F-155
RS_GCF_000272405.2	Vibrio tasmaniensis 1F-187
RS_GCF_000272425.1	Vibrio tasmaniensis 5F-79
RS_GCF_000272475.1	Novosphingobium sp. Rr 2-17
RS_GCF_000272495.1	Methylobacterium sp. GXF4
RS_GCF_000273175.1	Bacteroides nordii CL02T12C05
RS_GCF_000273375.1	Bartonella birtlesii IBS 325
RS_GCF_000273465.1	Bacteroides eggerthii 1_2_48FAA
RS_GCF_000273725.1	Bacteroides caccae CL03T12C61
RS_GCF_000273745.1	Rickettsia australis str. Phillips
RS_GCF_000273785.1	Bacteroides uniformis CL03T00C23
RS_GCF_000273805.1	Helicobacter pylori Hp H-41
RS_GCF_000273825.1	Helicobacter pylori Hp A-8
RS_GCF_000273845.1	Helicobacter pylori Hp H-36
RS_GCF_000273865.2	Helicobacter pylori Hp H-30
RS_GCF_000273885.1	Helicobacter pylori Hp H-29
RS_GCF_000273905.1	Helicobacter pylori Hp H-42
RS_GCF_000273925.1	Helicobacter pylori Hp H-44
RS_GCF_000273945.1	Helicobacter pylori Hp H-45
RS_GCF_000273965.1	Helicobacter pylori Hp H-43
RS_GCF_000273985.1	Helicobacter pylori Hp A-6
RS_GCF_000274005.2	Helicobacter pylori Hp A-14
RS_GCF_000274025.1	Helicobacter pylori Hp A-26
RS_GCF_000274045.2	Helicobacter pylori Hp A-27
RS_GCF_000274065.1	Helicobacter pylori Hp H-3
RS_GCF_000274085.2	Helicobacter pylori Hp H-9
RS_GCF_000274105.1	Helicobacter pylori Hp H-6
RS_GCF_000274125.1	Helicobacter pylori Hp H-19
RS_GCF_000274145.1	Helicobacter pylori Hp H-4
RS_GCF_000274165.1	Helicobacter pylori Hp H-23
RS_GCF_000274185.2	Helicobacter pylori Hp H-21
RS_GCF_000274225.1	Helicobacter pylori Hp P-13
RS_GCF_000274265.1	Helicobacter pylori Hp H-34
RS_GCF_000274285.1	Helicobacter pylori Hp P-15
RS_GCF_000274305.1	Helicobacter pylori Hp P-16
RS_GCF_000274325.1	Helicobacter pylori Hp P-23
RS_GCF_000274345.1	Helicobacter pylori Hp P-74
RS_GCF_000274365.1	Helicobacter pylori Hp H-5b
RS_GCF_000274385.2	Helicobacter pylori Hp P-11b
RS_GCF_000274485.2	Helicobacter pylori Hp H-11
RS_GCF_000274525.2	Helicobacter pylori NQ4161
RS_GCF_000274545.2	Helicobacter pylori NQ4110
RS_GCF_000274565.1	Helicobacter pylori NQ4099
RS_GCF_000274585.1	Helicobacter pylori NQ4076
RS_GCF_000274605.1	Helicobacter pylori NQ4053
RS_GCF_000274625.1	Helicobacter pylori NQ4044
RS_GCF_000274645.2	Helicobacter pylori CPY6311
RS_GCF_000274665.1	Helicobacter pylori CPY6271
RS_GCF_000274685.1	Helicobacter pylori CPY6261
RS_GCF_000274705.1	Helicobacter pylori CPY6081
RS_GCF_000274725.1	Helicobacter pylori CPY3281
RS_GCF_000274765.2	Helicobacter pylori Hp P-8b
RS_GCF_000274785.1	Helicobacter pylori Hp P-1
RS_GCF_000274805.1	Helicobacter pylori Hp P-2
RS_GCF_000274825.2	Helicobacter pylori Hp P-3
RS_GCF_000274905.1	Helicobacter pylori NQ4200
RS_GCF_000274925.1	Helicobacter pylori NQ4228
RS_GCF_000274945.2	Helicobacter pylori NQ4216
RS_GCF_000274985.2	Helicobacter pylori Hp M2
RS_GCF_000275045.1	Helicobacter pylori Hp A-5
RS_GCF_000275065.2	Helicobacter pylori Hp A-9
RS_GCF_000275105.1	Helicobacter pylori Hp H-27
RS_GCF_000275125.1	Helicobacter pylori Hp H-28
RS_GCF_000275145.2	Helicobacter pylori Hp P-25d
RS_GCF_000275165.1	Helicobacter pylori Hp A-16
RS_GCF_000275185.1	Helicobacter pylori CPY1962
RS_GCF_000275205.1	Helicobacter pylori CPY1313
RS_GCF_000275225.2	Helicobacter pylori CPY1124
RS_GCF_000275245.2	Helicobacter pylori Hp H-16
RS_GCF_000275265.2	Helicobacter pylori Hp A-17
RS_GCF_000275285.1	Helicobacter pylori Hp A-20
RS_GCF_000275305.2	Helicobacter pylori Hp A-4
RS_GCF_000275325.1	Helicobacter pylori Hp H-10
RS_GCF_000275345.2	Helicobacter pylori Hp P-28b
RS_GCF_000275365.2	Helicobacter pylori Hp P-4c
RS_GCF_000275385.1	Helicobacter pylori Hp P-26
RS_GCF_000275405.2	Helicobacter pylori Hp P-30
RS_GCF_000275425.2	Helicobacter pylori Hp P-41
RS_GCF_000275445.2	Helicobacter pylori Hp P-62
RS_GCF_000275465.1	Alcaligenes faecalis subsp. faecalis NCIB 8687
RS_GCF_000275725.1	Halomonas stevensii S18214
RS_GCF_000275805.1	Scardovia wiggsiae F0424
RS_GCF_000275825.1	Saprospira grandis DSM 2844
RS_GCF_000275925.1	Pseudomonas fluorescens NZ052
RS_GCF_000276565.1	Pseudomonas tolaasii PMS117
RS_GCF_000276585.1	Pseudomonas fluorescens NZ011
RS_GCF_000276605.1	Acidovorax sp. CF316
RS_GCF_000276685.1	Taylorella equigenitalis ATCC 35865
RS_GCF_000276805.1	Moritella dasanensis ArB 0140
RS_GCF_000277005.1	Pontibacter sp. BAB1700
RS_GCF_000277125.1	Mycobacterium intracellulare ATCC 13950
RS_GCF_000277265.1	Rickettsia prowazekii str. RpGvF24
RS_GCF_000277285.1	Rickettsia typhi str. TH1527
RS_GCF_000277365.1	Helicobacter pylori Shi417
RS_GCF_000277385.1	Helicobacter pylori Shi169
RS_GCF_000277405.1	Helicobacter pylori Shi112
RS_GCF_000277425.1	Helicobacter pylori PeCan18
RS_GCF_000277505.1	Oribacterium parvum ACB8
RS_GCF_000277525.1	Sphingobium xenophagum QYY
RS_GCF_000277545.1	Enterobacter sp. Ag1
RS_GCF_000277605.1	Enterococcus sp. C1
RS_GCF_000277625.1	Clostridium sp. MSTE9
RS_GCF_000277665.1	Capnocytophaga sp. oral taxon 335 str. F0486
RS_GCF_000277715.1	Propionibacterium propionicum F0230a
RS_GCF_000277755.1	Zymomonas mobilis subsp. mobilis ATCC 29191
RS_GCF_000277795.1	Mycoplasma wenyonii str. Massachusetts
RS_GCF_000278035.1	Xanthomonas vasicola pv. vasculorum NCPPB 206
RS_GCF_000278095.1	Bartonella birtlesii LL-WM9
RS_GCF_000278115.1	Bartonella sp. DB5-6
RS_GCF_000278135.1	Bartonella washoensis Sb944nv
RS_GCF_000278155.1	Bartonella doshiae NCTC 12862 / ATCC 700133
RS_GCF_000278175.1	Bartonella elizabethae Re6043vi
RS_GCF_000278195.1	Bartonella washoensis 085-0475
RS_GCF_000278215.1	Bartonella rattimassiliensis 15908
RS_GCF_000278255.1	Bartonella melophagi K-2C
RS_GCF_000278275.1	Bartonella tamiae Th239
RS_GCF_000278295.1	Bartonella taylorii 8TBB
RS_GCF_000278335.1	Bartonella vinsonii subsp. arupensis Pm136co
RS_GCF_000278585.1	Myxococcus xanthus DZ2
RS_GCF_000278705.1	Flavobacterium sp. F52
RS_GCF_000278725.1	Actinomyces sp. ICM47
RS_GCF_000278905.1	Streptococcus pneumoniae 2070768
RS_GCF_000279105.1	Streptococcus pneumoniae 2082170
RS_GCF_000279145.1	Melioribacter roseus P3M-2
RS_GCF_000279165.1	Pseudomonas stutzeri DSM 10701
RS_GCF_000279535.1	Streptococcus mitis SPAR10
RS_GCF_000279975.1	Fusobacterium nucleatum subsp. fusiforme ATCC 51190
RS_GCF_000279995.1	Bartonella tamiae Th307
RS_GCF_000280015.1	Bartonella alsatica IBS 382
RS_GCF_000280055.1	Alishewanella aestuarii B11
RS_GCF_000280495.1	Kosakonia radicincitans DSM 16656
RS_GCF_000280535.1	Clostridium beijerinckii G117
RS_GCF_000280725.1	Rhodococcus sp. JVH1
RS_GCF_000280765.1	Pseudomonas gingeri NCPPB 3146
RS_GCF_000280805.1	Pseudomonas fluorescens NZ007
RS_GCF_000280865.1	Streptomyces auratus AGR0001
RS_GCF_000280885.2	Vibrio breoganii 1C10
RS_GCF_000280905.1	Streptomyces sp. AA1529
RS_GCF_000280925.3	Myxococcus hansupus
RS_GCF_000281065.1	Arthrobacter sp. M2012083
RS_GCF_000281085.1	Catenovulum agarivorans YM01
RS_GCF_000281145.1	Rhizobium sp. CF142
RS_GCF_000281175.1	Caldilinea aerophila DSM 14535 / NBRC 104270
RS_GCF_000281675.2	Helicobacter pylori FD423
RS_GCF_000281715.1	Sphingobium sp. AP49
RS_GCF_000281755.1	Klebsiella pneumoniae subsp. pneumoniae DSM 30104
RS_GCF_000281895.1	Pseudomonas fluorescens Q2-87
RS_GCF_000281955.1	Caulobacter sp. AP07
RS_GCF_000281975.1	Novosphingobium sp. AP12
RS_GCF_000281995.2	Burkholderia sp. BT03
RS_GCF_000282015.1	Brevibacillus sp. CF112
RS_GCF_000282035.1	Rhizobium sp. CF122
RS_GCF_000282055.1	Flavobacterium sp. CF136
RS_GCF_000282075.1	Brevibacillus sp. BC25
RS_GCF_000282095.2	Rhizobium sp. CF080
RS_GCF_000282135.1	Herbaspirillum sp. CF444
RS_GCF_000282155.1	Pseudomonas sp. GM16
RS_GCF_000282195.1	Pseudomonas sp. GM18
RS_GCF_000282215.1	Pseudomonas sp. GM21
RS_GCF_000282255.1	Pseudomonas sp. GM25
RS_GCF_000282275.2	Pseudomonas sp. GM30
RS_GCF_000282315.2	Pseudomonas sp. GM41
RS_GCF_000282335.1	Pseudomonas sp. GM48
RS_GCF_000282355.1	Pseudomonas sp. GM49
RS_GCF_000282375.1	Pseudomonas sp. GM50
RS_GCF_000282395.1	Pseudomonas sp. GM55
RS_GCF_000282415.1	Pseudomonas sp. GM60
RS_GCF_000282435.1	Pseudomonas sp. GM67
RS_GCF_000282455.1	Pseudomonas sp. GM74
RS_GCF_000282475.1	Pseudomonas sp. GM78
RS_GCF_000282495.1	Pseudomonas sp. GM79
RS_GCF_000282515.1	Pseudomonas sp. GM80
RS_GCF_000282535.1	Pseudomonas sp. GM84
RS_GCF_000282575.1	Herbaspirillum sp. YR522
RS_GCF_000282595.1	Phyllobacterium sp. YR531
RS_GCF_000282615.1	Bradyrhizobium sp. YR681
RS_GCF_000282635.1	Variovorax sp. CF313
RS_GCF_000282655.1	Polaromonas sp. CF318
RS_GCF_000282675.1	Pantoea sp. GM01
RS_GCF_000282695.1	Pantoea sp. YR343
RS_GCF_000282815.1	Cupriavidus basilensis B-8
RS_GCF_000282835.1	Pandoraea sp. B-6
RS_GCF_000282895.1	Sphingomonas sp. ATCC 31555
RS_GCF_000282935.1	Actinomyces sp. ICM39
RS_GCF_000282975.1	Pseudomonas psychrophila HA-4
RS_GCF_000282995.1	Alicycliphilus sp. CRZ1
RS_GCF_000283015.1	Arenitalea lutea
RS_GCF_000283035.1	Actinomyces sp. ICM58
RS_GCF_000283075.1	Pseudoxanthomonas sp. GW2
RS_GCF_000283095.1	Chelatococcus sp. GW1
RS_GCF_000283115.1	Lactobacillus coryniformis subsp. coryniformis CECT 5711
RS_GCF_000283235.1	Methylocystis parvus OBBP
RS_GCF_000283255.1	Bacillus endophyticus 2102
RS_GCF_000283275.1	Marinobacter sp. BSs20148
RS_GCF_000283315.1	Paenibacillus sp. OSY-SE
RS_GCF_000283415.1	Anoxybacillus kamchatkensis G10
RS_GCF_000283475.1	Ralstonia solanacearum PSI07
RS_GCF_000283495.2	Megasphaera elsdenii DSM 20460
RS_GCF_000283515.1	Sphingobium sp. SYK-6
RS_GCF_000283535.1	Pseudogulbenkiania sp. NH8B
RS_GCF_000283555.1	Candidatus Arthromitus sp. SFB-rat-Yit
RS_GCF_000283575.1	Oscillibacter valericigenes Sjm18-20
RS_GCF_000283595.1	Rickettsia japonica YH
RS_GCF_000283615.1	Tetragenococcus halophilus NBRC 12172
RS_GCF_000283635.1	Streptococcus macedonicus ACA-DC 198
RS_GCF_000283655.1	Azospirillum lipoferum 4B
RS_GCF_000283815.1	Rickettsia rickettsii str. Hino
RS_GCF_000283855.1	Rickettsia massiliae str. AZT80
RS_GCF_000283875.1	Pantoea ananatis LMG 5342
RS_GCF_000283915.1	Rickettsia canadensis str. CA410
RS_GCF_000283975.1	Melissococcus plutonius DAT561
RS_GCF_000283995.1	Rickettsia philipii str. 364D
RS_GCF_000284015.1	Blastococcus saxobsidens DD2
RS_GCF_000284035.1	Nocardia cyriacigeorgica GUH-2
RS_GCF_000284055.1	Candidatus Rickettsia amblyommii str. GAT-30V
RS_GCF_000284075.1	Rickettsia rhipicephali str. 3-7-female6-CWPP
RS_GCF_000284095.1	Selenomonas ruminantium subsp. lactilytica TAM6421
RS_GCF_000284115.1	Phycisphaera mikurensis NBRC 102666
RS_GCF_000284155.1	Rickettsia australis str. Cutlack
RS_GCF_000284175.1	Rickettsia montanensis str. OSU 85-930
RS_GCF_000284195.1	Rickettsia parkeri str. Portsmouth
RS_GCF_000284215.1	Synechocystis sp. PCC 6803 substr. PCC-N
RS_GCF_000284235.1	Arcobacter sp. L
RS_GCF_000284255.1	Rubrivivax gelatinosus IL144
RS_GCF_000284275.1	Bradyrhizobium sp. S23321
RS_GCF_000284295.1	Actinoplanes missouriensis 431
RS_GCF_000284315.1	Leptospirillum ferrooxidans C2-3
RS_GCF_000284335.1	Caldisericum exile AZM16c01
RS_GCF_000284355.1	Arcobacter butzleri ED-1
RS_GCF_000284375.1	Bradyrhizobium japonicum USDA 6
RS_GCF_000284415.1	Rhodospirillum photometricum DSM 122
RS_GCF_000284435.1	Candidatus Arthromitus sp. SFB-mouse-Yit
RS_GCF_000284515.1	Halobacillus halophilus DSM 2266
RS_GCF_000284615.1	Marinobacter hydrocarbonoclasticus ATCC 49840
RS_GCF_000284655.1	Candidatus Regiella insecticola 5.15
RS_GCF_000284835.1	Ureibacillus thermosphaericus str. Thermo-BF
RS_GCF_000284875.2	Gluconobacter frateurii NBRC 101659
RS_GCF_000285035.1	Helicobacter pylori BCS100H1
RS_GCF_000285095.1	Helicobacter pylori NQ1712
RS_GCF_000285115.1	Helicobacter pylori NQ352
RS_GCF_000285155.1	Helicobacter pylori NQ392
RS_GCF_000285235.1	Helicobacter pylori NQ1671
RS_GCF_000285275.1	Acetobacter pasteurianus subsp. pasteurianus LMG 1262 / NBRC 106471
RS_GCF_000285315.1	Acetobacter pasteurianus 3P3
RS_GCF_000285455.1	Alistipes timonensis JC136
RS_GCF_000285495.1	Oceanobacillus massiliensis str. N'diop
RS_GCF_000285515.1	Paenibacillus senegalensis JC66
RS_GCF_000285535.1	Bacillus timonensis
RS_GCF_000285555.1	Kurthia massiliensis
RS_GCF_000285575.1	Clostridium senegalense JC122
RS_GCF_000285595.1	Kurthia senegalensis
RS_GCF_000285815.1	Ralstonia solanacearum K60-1
RS_GCF_000285835.1	Brevibacterium senegalense
RS_GCF_000285855.1	Ruminococcus sp. JC304
RS_GCF_000285895.1	Helicobacter pylori N6
RS_GCF_000285915.1	Brevibacterium ravenspurgense 5401308 / CCUG 53855
RS_GCF_000285995.1	Actinomyces naeslundii str. Howell 279
RS_GCF_000286075.1	Streptococcus ratti FA-1 / DSM 20564
RS_GCF_000286275.1	Enterobacter cloacae subsp. cloacae ENHKU01
RS_GCF_000286315.1	Paenisporosarcina sp. TG20
RS_GCF_000286335.1	Staphylococcus vitulinus F1028
RS_GCF_000286395.1	Staphylococcus lentus F1142
RS_GCF_000286415.1	Achromobacter piechaudii HLE
RS_GCF_000286435.2	Morganella morganii subsp. morganii KT
RS_GCF_000286455.1	Selenomonas sp. FOBRC6
RS_GCF_000286495.1	Streptococcus sp. AS14
RS_GCF_000286635.1	Veillonella sp. ACP1
RS_GCF_000286655.1	Enterobacter sp. SST3
RS_GCF_000286715.1	Mycoplasma gallisepticum NC96_1596-4-2P
RS_GCF_000286835.2	Enterovibrio norvegicus FF-33
RS_GCF_000286895.2	Enterovibrio calviensis 1F-211
RS_GCF_000286915.2	Enterovibrio calviensis 1F-230
RS_GCF_000286935.2	Aliivibrio logei 5S-186
RS_GCF_000286955.2	Vibrio rumoiensis 1S-45
RS_GCF_000287055.2	Vibrio genomosp. F10 str. ZF-129
RS_GCF_000287195.2	Vibrio genomosp. F10 str. 9ZB36
RS_GCF_000287215.2	Aeromonas media WS
RS_GCF_000287335.1	secondary endosymbiont of Ctenarytaina eucalypti
RS_GCF_000287355.1	secondary endosymbiont of Heteropsylla cubana
RS_GCF_000287595.1	Streptococcus anginosus SK1138
RS_GCF_000287615.1	Haemophilus sputorum HK 2154
RS_GCF_000287635.1	Prevotella sp. MSX73
RS_GCF_000287655.1	Selenomonas sp. FOBRC9
RS_GCF_000287675.1	Lachnoanaerobaculum sp. ICM7
RS_GCF_000287695.1	Peptostreptococcaceae bacterium AS15
RS_GCF_000287715.1	Streptococcus oralis SK304
RS_GCF_000287735.1	Helicobacter pylori HLJHP256
RS_GCF_000287755.1	Helicobacter pylori HLJHP271
RS_GCF_000287775.1	Helicobacter pylori HLJHP253
RS_GCF_000287835.1	Helicobacter pylori HLJHP193
RS_GCF_000287855.1	Campylobacter sp. FOBRC14
RS_GCF_000290855.1	Bacillus cereus VD107
RS_GCF_000291055.1	Bacillus cereus BAG1X1-3
RS_GCF_000291075.1	Bacillus cereus HuA4-10
RS_GCF_000291295.1	Bacillus cereus BAG5X1-1
RS_GCF_000291355.1	Bacillus cereus BAG6X1-2
RS_GCF_000291515.1	Bacillus cereus BAG2X1-3
RS_GCF_000291665.1	Bacillus cereus BAG2X1-1
RS_GCF_000291685.1	Moritella marina ATCC 15381
RS_GCF_000291725.1	Pectobacterium wasabiae CFBP 3304
RS_GCF_000292045.1	Brucella abortus 104M
RS_GCF_000292205.1	Brucella abortus bv. 1 str. BCB013
RS_GCF_000292225.1	Roseomonas sp. B5
RS_GCF_000292245.2	Bacillus alcalophilus ATCC 27647 / CGMCC 1.3604
RS_GCF_000292265.1	Dyella japonica A8
RS_GCF_000292305.1	Staphylococcus sp. AL1
RS_GCF_000292345.1	Cupriavidus sp. BIS7
RS_GCF_000292365.1	Serratia marcescens W2.3
RS_GCF_000292385.1	Acinetobacter sp. GG2
RS_GCF_000292485.1	Mycoplasma genitalium M6320
RS_GCF_000292525.1	Rhizobium sp. CCGE 510
RS_GCF_000292795.1	Pseudomonas fluorescens R124
RS_GCF_000292865.1	Limnohabitans sp. Rim47
RS_GCF_000292915.1	Burkholderia cepacia GG4
RS_GCF_000292935.1	Fusobacterium hwasookii ChDC F128
RS_GCF_000292955.1	Selenomonas sp. CM52
RS_GCF_000292995.1	Porphyromonas sp. oral taxon 279 str. F0450
RS_GCF_000293015.1	Slackia sp. CM382
RS_GCF_000293035.1	Peptostreptococcaceae bacterium OBRC8
RS_GCF_000293155.1	Mogibacterium sp. CM50
RS_GCF_000293175.1	Capnocytophaga sp. CM59
RS_GCF_000293245.1	Neisseria meningitidis 93004
RS_GCF_000293265.1	Neisseria meningitidis 93003
RS_GCF_000293285.1	Neisseria meningitidis NM255
RS_GCF_000293365.1	Neisseria meningitidis 69166
RS_GCF_000293385.1	Neisseria meningitidis NM576
RS_GCF_000293425.1	Neisseria meningitidis 80179
RS_GCF_000293445.1	Neisseria meningitidis 92045
RS_GCF_000293465.1	Neisseria meningitidis NM2657
RS_GCF_000293625.1	Neisseria meningitidis NM2795
RS_GCF_000293645.1	Neisseria meningitidis NM3081
RS_GCF_000293665.1	Neisseria meningitidis NM3001
RS_GCF_000293785.1	Rhodovulum sp. PH10
RS_GCF_000293805.1	Paenibacillus alvei DSM 29
RS_GCF_000293845.2	alpha proteobacterium IMCC14465
RS_GCF_000293865.1	Limnohabitans sp. Rim28
RS_GCF_000293885.2	Pseudomonas fluorescens NCIMB 11764
RS_GCF_000294515.1	Nocardiopsis alba ATCC BAA-2165
RS_GCF_000294535.1	Pectobacterium carotovorum subsp. carotovorum PCC21
RS_GCF_000294595.1	Arthrobacter sp. TB 23
RS_GCF_000294655.1	Phaeospirillum molischianum DSM 120
RS_GCF_000294675.1	Alicyclobacillus hesperidum URH17-3-68
RS_GCF_000294695.2	Arthrobacter sp. Rue61a
RS_GCF_000294715.1	Bartonella quintana RM-11
RS_GCF_000294755.1	Virgibacillus halodenitrificans 1806
RS_GCF_000294775.2	Bacillus oceanisediminis 2691
RS_GCF_000295095.1	Actinomyces timonensis DSM 23838
RS_GCF_000295655.1	Riemerella anatipestifer RA-CH-1
RS_GCF_000295715.1	Staphylococcus arlettae CVD059
RS_GCF_000295735.1	Stenotrophomonas maltophilia S028
RS_GCF_000295825.1	Mycobacterium vaccae ATCC 25954
RS_GCF_000295895.1	Rhizobium sp. Pop5
RS_GCF_000295935.2	Indibacter alkaliphilus LW1
RS_GCF_000295955.2	Pantoea sp. A4
RS_GCF_000295975.2	Helicobacter pylori FD430
RS_GCF_000295995.2	Helicobacter pylori FD506
RS_GCF_000296015.2	Helicobacter pylori FD535
RS_GCF_000296035.2	Helicobacter pylori FD568
RS_GCF_000296055.2	Helicobacter pylori FD577
RS_GCF_000296075.2	Helicobacter pylori FD703
RS_GCF_000296095.2	Helicobacter pylori FD662
RS_GCF_000296115.2	Helicobacter pylori FD719
RS_GCF_000296135.2	Helicobacter pylori GC26
RS_GCF_000296215.2	Bradyrhizobium sp. CCGE-LA001
RS_GCF_000296275.1	Actinomyces massiliensis F0489
RS_GCF_000296385.1	Lachnoanaerobaculum sp. OBRC5-5
RS_GCF_000296405.1	Turicella otitidis ATCC 51513
RS_GCF_000296445.1	Slackia piriformis YIT 12062
RS_GCF_000296465.1	Barnesiella intestinihominis YIT 11860
RS_GCF_000296485.1	Actinomyces neuii BVS029A5
RS_GCF_000296505.1	Actinomyces turicensis ACS-279-V-Col4
RS_GCF_000296695.1	Rheinheimera nanhaiensis E407-8
RS_GCF_000296715.1	Brevibacillus brevis X23
RS_GCF_000296775.1	Sulfurovum sp. AR
RS_GCF_000296795.1	Candidatus Jettenia caeni
RS_GCF_000296815.2	Fibrisoma limi BUZ 3
RS_GCF_000296835.1	Lactobacillus hominis DSM 23910 / CRBIP 24.179
RS_GCF_000296855.1	Lactobacillus gigeriorum DSM 23908 / CRBIP 24.85
RS_GCF_000297025.1	Lactobacillus pasteurii DSM 23907 / CRBIP 24.76
RS_GCF_000297055.2	Sulfuricella denitrificans skB26
RS_GCF_000297075.2	Pseudomonas pseudoalcaligenes CECT 5344
RS_GCF_000297095.1	Treponema primitia ZAS-1
RS_GCF_000297115.1	Caloramator australicus RC3
RS_GCF_000297135.1	endosymbiont of Bathymodiolus sp.
RS_GCF_000297155.2	Streptomyces tsukubensis NRRL18488
RS_GCF_000297255.1	Nitrolancea hollandica Lb
RS_GCF_000297395.2	Micromonospora lupini str. Lupac 08
RS_GCF_000297415.1	Methylacidiphilum fumariolicum SolV
RS_GCF_000297435.1	Microcystis sp. T1-4
RS_GCF_000297475.1	Burkholderia pyrrocinia CH-67
RS_GCF_000297495.1	Janibacter hoylei PVAS-1
RS_GCF_000297555.1	Paenisporosarcina sp. TG-14
RS_GCF_000297635.1	Streptomyces sp. AA0539
RS_GCF_000297715.1	Streptomyces sp. S4
RS_GCF_000297755.1	Bacteroides fragilis HMW 616
RS_GCF_000297775.1	Sutterella wadsworthensis 2_1_59BFAA
RS_GCF_000297795.2	Turicella otitidis ATCC 51513
RS_GCF_000297875.1	Myroides odoratus CIP 103059
RS_GCF_000298015.1	Aeromonas veronii AMC34
RS_GCF_000298055.1	Aeromonas hydrophila SSU
RS_GCF_000298075.1	Staphylococcus massiliensis CCUG 55927
RS_GCF_000298095.1	Mycobacterium indicus pranii MTCC 9506
RS_GCF_000298115.2	Lactobacillus buchneri CD034
RS_GCF_000298175.1	Austwickia chelonae NBRC 105200
RS_GCF_000298195.1	Gordonia rhizosphera NBRC 16068
RS_GCF_000298215.1	Kineosphaera limosa NBRC 100340
RS_GCF_000298235.1	Gordonia namibiensis NBRC 108229
RS_GCF_000298255.1	Solibacillus isronensis B3W22
RS_GCF_000298295.1	Cecembia lonarensis LW9
RS_GCF_000298315.2	Rhizobium grahamii CCGE 502
RS_GCF_000298475.2	Chlamydia psittaci WS/RT/E30
RS_GCF_000298495.2	Chlamydia psittaci M56
RS_GCF_000298695.2	Streptococcus sp. GMD3S
RS_GCF_000298715.2	Streptococcus sp. GMD5S
RS_GCF_000298875.1	Leuconostoc gelidum JB7
RS_GCF_000299035.1	Bacillus sp. FJAT-13831
RS_GCF_000299095.1	alpha proteobacterium HIMB5
RS_GCF_000299115.1	alpha proteobacterium HIMB59
RS_GCF_000299235.1	Leptospirillum ferriphilum ML-04
RS_GCF_000299295.2	Salimicrobium jeotgali
RS_GCF_000299315.2	Microbacterium barkeri 2011-R4
RS_GCF_000299335.2	Alcanivorax pacificus W11-5
RS_GCF_000299355.1	[Clostridium] acidurici 9a
RS_GCF_000299415.1	Candidatus Microthrix parvicella Bio17-1
RS_GCF_000299435.1	Exiguobacterium antarcticum B7
RS_GCF_000299455.1	Escherichia coli O104:H4 str. 2011C-3493
RS_GCF_000299575.1	Oceaniovalibus guishaninsula JLT2003
RS_GCF_000299695.1	Helicobacter pylori R030b
RS_GCF_000299715.1	Helicobacter pylori R036d
RS_GCF_000299735.1	Helicobacter pylori R037c
RS_GCF_000299755.1	Helicobacter pylori R038b
RS_GCF_000299775.1	Helicobacter pylori R046Wa
RS_GCF_000299795.1	Helicobacter pylori R055a
RS_GCF_000299835.1	Helicobacter pylori R32b
RS_GCF_000299855.1	Helicobacter pylori R018c
RS_GCF_000299875.1	Celeribacter baekdonensis B30
RS_GCF_000299895.1	Idiomarina xiamenensis 10-D-4
RS_GCF_000299915.1	Gallaecimonas xiamenensis 3-C-1
RS_GCF_000299935.1	Oceanibaculum indicum P24
RS_GCF_000299965.1	Cycloclasticus sp. P1
RS_GCF_000299995.1	Alteromonas macleodii str. 'Black Sea 11'
